CENTRAL ID,Author(s),Title,Source,Year,Abstract,Volume,Issue,Pages,Database Name,PubMed ID,Embase ID,CTgov ID,CINAHL ID,ICTRP ID,Publication Type,Keywords,DOI,URL,Cochrane Review Group Code
"CN-00697299","Garbagnati, F; Cairella, G; De Martino, A; Multari, M; Scognamiglio, U; Venturiero, V; Paolucci, S","Is antioxidant and n-3 supplementation able to improve functional status in poststroke patients? Results from the Nutristroke Trial","Cerebrovascular diseases (Basel, Switzerland)","2009","BACKGROUND: To test whether supplementary antioxidants and n‐3 fatty acids, alone or in combination, could improve functional status in stroke survivors. METHODS: We performed a randomized, double‐blind, placebo‐controlled clinical trial in 72 stroke patients (47 males; age 65.3 +/‐ 12.9 years) admitted to a rehabilitation hospital for sequelae of first‐ever ischemic stroke, and divided them into 4 subgroups. Group 1 patients received daily oral antioxidants, group 2 received n‐3 polyunsaturated fatty acids, group 3 both supplements, and group 4 placebo, all for 12 months. No difference at baseline was observed among groups in neurological severity or in disability. All measures were repeated after 6 and 12 months of treatment. All major clinical events were recorded. RESULTS: At baseline, 25% of the patients had a low plasma vitamin status, and 48.5% was at risk of undernutrition. At the 1‐year follow‐up, we observed a trend for lower mortality (p = 0.060) in subgroups treated with n‐3 fatty acids, but without significant differences in rehabilitation result status among groups. CONCLUSIONS: Malnutrition is widely observed in patients admitted to a rehabilitative hospital for stroke rehabilitation, and dietary supplementation, even if not able to improve rehabilitation results, is likely to reduce mortality at the 1‐year follow‐up.","27","4","375‐383","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 19276620",,,,,"Journal article","Aged; Antioxidants [administration & dosage, *therapeutic use]; Dietary Supplements; Disability Evaluation; Double‐Blind Method; Fatty Acids, Omega‐3 [administration & dosage, *therapeutic use]; Female; Follow‐Up Studies; Humans; Italy; Male; Middle Aged; Mortality; Nutritional Status; Stroke Rehabilitation; Stroke [physiopathology]","10.1159/000207441","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00697299/full","Complementary Medicine; Stroke"
"CN-00487965","Dennis, MS","The FOOD trial 2 - results of a multicentre RCT comparing outcomes of dysphagic acute stroke patients fed early via an enteral tube with those where enteral feeding was avoided for at least a week","Stroke","2004",,"35","6","e286","Cochrane Central Register of Controlled Trials (CENTRAL)",,,,,,"Journal article",,,"https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00487965/full","Stroke"
"CN-00487964","Dennis, MS","The FOOD trial 2 - results of a multicentre RCT comparing early versus delayed enteral tube feeding after acute stroke","Cerebrovascular diseases (Basel, Switzerland)","2004",,"17","Suppl 5","39","Cochrane Central Register of Controlled Trials (CENTRAL)",,,,,,"Journal article",,,"https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00487964/full","Stroke"
"CN-00502565","Dennis, MS; Lewis, SC; Warlow, C","Effect of timing and method of enteral tube feeding for dysphagic stroke patients (FOOD): a multicentre randomised controlled trial","Lancet (london, england)","2005","BACKGROUND: Undernutrition is common in patients admitted with stroke. We aimed to establish whether the timing and route of enteral tube feeding after stroke affected patients' outcomes at 6 months. METHODS: The FOOD trials consist of three pragmatic multicentre randomised controlled trials, two of which included dysphagic stroke patients. In one trial, patients enrolled within 7 days of admission were randomly allocated to early enteral tube feeding or no tube feeding for more than 7 days (early versus avoid). In the other, patients were allocated percutaneous endoscopic gastrostomy (PEG) or nasogastric feeding. The primary outcome was death or poor outcome at 6 months. Analysis was by intention to treat. FINDINGS: Between Nov 1, 1996, and July 31, 2003, 859 patients were enrolled by 83 hospitals in 15 countries into the early versus avoid trial. Early tube feeding was associated with an absolute reduction in risk of death of 5.8% (95% CI ‐0.8 to 12.5, p=0.09) and a reduction in death or poor outcome of 1.2% (‐4.2 to 6.6, p=0.7). In the PEG versus nasogastric tube trial, 321 patients were enrolled by 47 hospitals in 11 countries. PEG feeding was associated with an absolute increase in risk of death of 1.0% (‐10.0 to 11.9, p=0.9) and an increased risk of death or poor outcome of 7.8% (0.0 to 15.5, p=0.05). INTERPRETATION: Early tube feeding might reduce case fatality, but at the expense of increasing the proportion surviving with poor outcome. Our data do not support a policy of early initiation of PEG feeding in dysphagic stroke patients.","365","9461","764‐772","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 15733717","EMBASE 40311363",,,,"Journal article","*dysphagia; *enteric feeding; *malnutrition/th [Therapy]; *stroke; Activities of Daily Living; Adult; Aged; Article; Clinical trial; Controlled clinical trial; Controlled study; Death; Deglutition Disorders [*etiology]; Enteral Nutrition [methods]; Female; Follow up; Gastrostomy; Hospital discharge; Hospitalization; Human; Humans; Intubation, Gastrointestinal; Major clinical study; Male; Malnutrition [complications, *therapy]; Mortality; Multicenter study; Nose feeding; Percutaneous endoscopic gastrostomy; Priority journal; Prognosis; Quality of Life; Randomized controlled trial; Risk assessment; Stroke [*complications, mortality]; Time Factors; Treatment Outcome; Treatment outcome","10.1016/S0140-6736(05)17983-5","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00502565/full","Consumers and Communication; Stroke; Gut"
"CN-00645081","Prosser-Loose, EJ; Paterson, PG","The FOOD Trial Collaboration: nutritional supplementation strategies and acute stroke outcome","Nutrition reviews","2006",,"64","6","289‐294","Cochrane Central Register of Controlled Trials (CENTRAL)",,,,,,"Journal article",,,"https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00645081/full","Stroke"
"CN-00487963","Dennis, MS","The FOOD trial 1 - results of a multicentre RCT evaluating the effects of routine oral nutritional supplements on hospitalised stroke patients","Cerebrovascular diseases (Basel, Switzerland)","2004",,"17","Suppl 5","39","Cochrane Central Register of Controlled Trials (CENTRAL)",,,,,,"Journal article",,,"https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00487963/full","Stroke"
"CN-00487962","Dennis, MS","The FOOD trial 1 - results of a multicentre RCT comparing outcomes of stroke patients given routine oral nutritional supplements in addition to normal hospital diet with those given normal hospital diet alone","Stroke","2004",,"35","6","e200","Cochrane Central Register of Controlled Trials (CENTRAL)",,,,,,"Journal article",,,"https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00487962/full","Stroke"
"CN-00502564","Dennis, MS; Lewis, SC; Warlow, C","Routine oral nutritional supplementation for stroke patients in hospital (FOOD): a multicentre randomised controlled trial","Lancet (london, england)","2005","BACKGROUND: Undernutrition is common in hospital patients with stroke, can develop or worsen in hospital, and is associated with poor outcomes. We aimed to establish whether routine oral nutritional supplements improve outcome after stroke. METHODS: The FOOD trials are a family of three pragmatic, multicentre, randomised controlled trials. We measured the outcomes of stroke patients who could swallow and who were randomly allocated normal hospital diet or normal hospital diet plus oral nutritional supplements until hospital discharge. The primary outcome was death or poor outcome (modified Rankin scale [MRS] grade 3‐5), 6 months after enrollment, measured unaware of treatment allocation. Analysis was by intention to treat. FINDINGS: Between Nov 1, 1996, and July 31, 2003, 4023 patients were enrolled by 125 hospitals in 15 countries. Only 314 (8%) patients were judged to be undernourished at baseline. Vital status and MRS at the end of the trial were known for 4012 and 4004 patients, respectively. Supplemented diet was associated with an absolute reduction in risk of death of 0.7% (95% CI ‐1.4 to 2.7) and an increased risk of death or poor outcome of 0.7% (‐2.3 to 3.8). INTERPRETATION: We could not confirm the anticipated 4% absolute benefit for death or poor outcome from routine oral nutritional supplements for mainly well nourished stroke patients in hospital. Our results would be compatible with a 1% or 2% absolute benefit or harm from oral supplements. These results do not support a policy of routine oral supplementation after stroke.","365","9461","755‐763","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 15733716","EMBASE 40311362",,,,"Journal article","*caloric intake; *diet supplementation; *nutritional support; *protein intake; *stroke/th [Therapy]; Adult; Aged; Article; Clinical trial; Controlled clinical trial; Controlled study; Death; Dietary Proteins [administration & dosage]; Dietary Supplements; Eating; Energy Intake; Female; Follow up; Hospital discharge; Hospital infection/co [Complication]; Hospitalization; Human; Humans; Major clinical study; Male; Malnutrition [complications, *therapy]; Multicenter study; Pneumonia/co [Complication]; Priority journal; Prognosis; Quality of life; Randomized controlled trial; Stroke [*complications, mortality, *therapy]; Survival; Survival Rate; Swallowing; Treatment Outcome; Treatment outcome; Urinary tract infection/co [Complication]","10.1016/S0140-6736(05)17982-3","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00502564/full","Complementary Medicine; Stroke; Wounds; Metabolic and Endocrine Disorders"
"CN-00802153","de Aguilar-Nascimento, JE; Prado Silveira, BR; Dock-Nascimento, DB","Early enteral nutrition with whey protein or casein in elderly patients with acute ischemic stroke: a double-blind randomized trial","Nutrition (Burbank, Los Angeles County, Calif.)","2011","OBJECTIVE: The aim of this study was to investigate the effects of an early enteral formula containing whey protein, in comparison to a standard enteral formula containing casein as the protein source, on the levels of glutathione and inflammatory markers in aged patients with acute ischemic stroke. METHODS: Thirty‐one elderly patients (12 males and 19 females; median age = 74 [range,65‐90] y old) with ischemic stroke were randomized to receive early nasogastric feeding (35 kcal/kg/d and 1.2 g of protein/kg/d) with either a formula containing polymeric [corrected] casein (casein group, n =16) or another isocaloric and isonitrogenous formula containing hydrolyzed whey protein (WP group, n = 15) for 5 d. The primary endpoints of the study were the changes in the serum levels of glutathione peroxidase, C‐reactive protein (CRP), and interleukin 6 (IL‐6). RESULTS: Twenty‐five patients completed the study (10 in the WP group and 15 in the casein group). Mortality was similar between groups (33%; P = 1.00) and was associated with higher serum IL‐6 (73.7 ± 24.7 versus 16.6 ± 2.4 pg/dL; P = 0.04) and CRP (82.0 ± 35.6 versus 48.3 ± 14.5 mg/L; P = 0.02) levels. Albumin levels dropped from the first to the fifth feeding day only in the casein group (P < 0.01). Serum IL‐6 decreased (62.7 ± 47.2 to 20.6 ± 10.3 pg/dL; P = 0.02) and glutathione increased (32.2 ± 2.1 to 39.9 ± 6.8 U/G Hb; P = 0.03) only in the WP group. Serum IL‐6 was lower (P = 0.03) and glutathione was higher (P = 0.03) in whey protein‐fed patients than in the casein group. CONCLUSION: Enteral formula containing whey protein may decrease inflammation and increase antioxidant defenses in elderly patients with ischemic stroke, compared to casein‐containing formula.","27","4","440‐444","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 21167685",,,,,"Journal article","Aged; Aged, 80 and over; Brain Ischemia [blood, mortality, *therapy]; Caseins [*therapeutic use]; C‐Reactive Protein [metabolism]; Double‐Blind Method; Enteral Nutrition; Female; Food, Formulated; Glutathione [*blood]; Humans; Inflammation Mediators [*blood]; Interleukin‐6 [blood]; Male; Milk Proteins [*therapeutic use]; Serum Albumin [metabolism]; Stroke [blood, mortality, *therapy]; Whey Proteins","10.1016/j.nut.2010.02.013","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00802153/full","Stroke"
"CN-02323161","Das, KC; Dube, SK; Rath, GP; Jena, BR; Roy, H; Bithal, P; Prasad, K","Nutrition in stroke patients: comparison of indirect calorimetry vs. Standard weight-based regimen","Anesthesia and analgesia","2021","Background: Previous studies carried out to calculate the metabolic rate in stroke patients have conflicting results. Hypermetabolism may be seen in stroke patients leading to poor patient outcomes. We compared the ICU mortality and outcome in stroke patients receiving enteral nutrition based on energy requirement calculated either by indirect calorimetry or standard weight‐based formula. Methods: Ischemic stroke patients requiring >48hrs of mechanical ventilation were randomized to receive enteral nutrition based on energy requirement calculated either by indirect calorimeter or by standard weight‐based measurements. Baseline demographic data, GCS, Canadian neurological score and APACHE II score; daily ventilatory parameters, Sequential Organ Failure Assessment (SOFA) Score, blood parameters, ICU mortality and duration of stay, length of mechanical ventilation, complications, and duration of hospital stay and outcome at discharge were compared. Results: The two groups were comparable in terms of baseline characteristics. Patients in indirect calorimetry group had significantly more resting energy requirement and less maximum negative energy balance. The SOFA score on days 5, 7 and 9 were higher in weight‐based regimen group. Rest of the variables were similar between the groups. Conclusion: Stroke patients receiving indirect calorimetry guided enteral nutrition had a lesser incidence of organ failure but similar ICU stay, mortality and neurological outcome.","133","3 SUPPL 2","956","Cochrane Central Register of Controlled Trials (CENTRAL)",,"EMBASE 636065115",,,,"Journal article; Conference proceeding","*enteric feeding; *indirect calorimeter; *stroke patient; APACHE; Adult; Artificial ventilation; Body weight; Complication; Conference abstract; Controlled study; Demography; Energy balance; Female; Hematological parameters; Hospitalization; Human; Incidence; Ischemic stroke; Male; Mortality; Nervous system; Randomized controlled trial; Sequential Organ Failure Assessment Score",,"https://www.cochranelibrary.com/central/doi/10.1002/central/CN-02323161/full",
"CN-01914759","Dang, Y; Zhang, G","Effects of early enteral nutrition on sub-acute ischemic stroke via gut microbiota reconstruction: a randomized controlled trial","Journal of gastroenterology and hepatology","2018","Background/Aims: Digestive rehabilitation is a new field in which only few studies have been performed. It has been documented that 1 microbiota dysbiosis may have certain impact on post inflammation in ischemic stroke and the outcome of brain injury, 2 exercise training may lead to compositional and functional changes in human gut microbiota. This study was designed to verify how the EEN influences fecal microbiota in ischemic stroke rehabilitation. Methods: Eligible patients were enrolled and were randomly assigned into the control group and the EEN group. All the patients received stroke‐specified rehabilitation intervention including physical training, occupational training and swallow training. Patients in the control group were treated with daily diet while patients in the EEN group received EEN. Follow‐up evaluation was performed at baseline, two weeks and four weeks after intervention. Comprehensive Illumina Mise microarray was applied to analysis microbiota construction of clinical samples. HPLC was used to detect short chain fatty acid. Plasma inflammatory cytokines were tested with Elisa. Results: Twenty‐two patients with sub‐acute ischemic stroke participated this study. It was found that the fecal microbiota in the 22 patients mainly composed by 4 taxonomic clusters. The diversity and abundance of flora was increased in the EEN group. No significant result was detected in one week while the EEN group showed significant better results of Modified Rankin Scale Score, activity of daily living and the function of swallow as compared to the control group. Specifically, the level of plasma short chain fatty acid was significantly higher in the EEN group than that of the control group. The change of microbiota metabolites alteration induced by EEN was consistent with the variation of SCFA‐producing bacteria gene and taxonomic group. Conclusion: EEN induced immune response and metabolites regulation via reconstruction of gut microbiota, and in turn improved ischemic stroke through gut‐microbiota‐ brain axis.","33",,"219","Cochrane Central Register of Controlled Trials (CENTRAL)",,"EMBASE 626846500",,,,"Journal article; Conference proceeding","*intestine flora; *stroke rehabilitation; Adult; Brain injury; Clinical article; Conference abstract; Controlled study; DNA microarray; Daily life activity; Diet; Enzyme linked immunosorbent assay; Feces microflora; Female; Follow up; Human; Human tissue; Immune response; Inflammation; Male; Nonhuman; Plasma; Randomized controlled trial; Rankin scale; Training","10.1111/jgh.14482","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-01914759/full",
"CN-00328809","Daga, MK; Madhuchhanda, ; Mishra, TK; Mohan, A","Lipid peroxide, beta-carotene and alpha-tocopherol in ischaemic stroke and effect of exogenous vitamin E supplementation on outcome","Journal of the Association of Physicians of India","1997","30 patients with CT proven infarct presenting within 24 hours of the acute event were included in the study with 20 age and sex matched controls. On day 1 and day 15 of stroke, levels of plasma lipid peroxide (oxidant) and plasma alpha‐tocopherol and beta carotene (antioxidant) were estimated. The patients were randomly assigned to two groups, one group receiving 300 mg/day of vitamin E for 15 days. Neurological examination was conducted according to Mathew scale on day 1 and day 15 and rehabilitation assessment was done at day 15 and at 6 weeks according to Barthel Index. On day 1, the mean value of plasma lipid peroxidation in controls was 4.97 +/‐ 1.44 nmol/ml and in stroke patients 5.89 +/‐ 1.56 nmol/ml (p < 0.05). The plasma beta‐carotene in controls was 2.35 +/‐ 1.09 mg/L while in stroke patients was 1.07 +/‐ 0.55 mg/L (p < 0.001) and plasma alpha‐tocopherol in control 9.74 +/‐ 2.76 micrograms/ml as compared to 7.57 +/‐ 2.92 micrograms/ml in stroke patients (p < 0.02). Initially the plasma lipid peroxide levels are high and antioxidant levels are low in patients of ischemic stroke. Exogenous vitamin E supplementation does not have any significant effect on early neurological outcome but it does bring about significant changes in subsequent recovery and rehabilitation of patients of stroke.","45","11","843‐846","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 11229181",,,,,"Journal article","Humans; Lipid Peroxidation; Lipid Peroxides [*blood]; Stroke [*blood]; Vitamin E [*blood, *pharmacology]; beta Carotene [*blood]",,"https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00328809/full","Cochrane Nordic; Complementary Medicine; Stroke; HS-HANDSRCH"
"CN-02296659","Cheng, YH; Wei, L; Chan, WP; Hsu, CY; Huang, SW; Wang, H; Lin, YN","Effects of protein supplementation on aerobic training-induced gains in cardiopulmonary fitness, muscle mass, and functional performance in chronic stroke: a randomized controlled pilot study","Clinical nutrition (Edinburgh, Scotland)","2020","BACKGROUND & AIMS: The beneficial effects of protein supplementation on aerobic exercise‐induced gains in patients with stroke are currently unknown. This study evaluated the feasibility and potential value of protein supplementation with aerobic exercise among stroke survivors. METHODS: This double‐blinded randomized controlled pilot study included 20 ambulatory persons with chronic (>6 months) stroke randomly assigned to either the protein (PRO) or carbohydrate (CHO) group. All participants received three 40‐min cycling ergometric training sessions a week for 8 weeks. Training intensity at 60%‐80% heart rate reserve was determined using cardiopulmonary exercise pretests. Immediately before and after each session, the PRO group received a 20‐g protein‐rich supplement, and the CHO group received a 20‐g calorie‐matched carbohydrate‐rich supplement. Outcomes included changes in body composition, cardiopulmonary capacity, and clinical functional performance. RESULTS: Those completing the protocol (n = 18) received 18‐24 cycling training sessions, achieving target training intensity without major adverse effects. Of the two groups, the PRO group tended to obtain greater aerobic capacity (effect size [ES]>0.5 in every cardiopulmonary index), greater improvements in functional performance (0.25 < ES < 1.00 in various clinical tests), and greater total lean mass versus total fat mass (ES = 0.52). CONCLUSIONS: Protein supplementation with aerobic exercise training tends to improve body composition, cardiopulmonary fitness, and function among persons with stroke. This study protocol is feasible, and future trials with larger sample sizes could confirm these results. TRIAL REGISTRATION: NCT03244527.","39","9","2743‐2750","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 31879077",,"","","","Journal article","Aged; Body Composition; Cardiorespiratory Fitness [*physiology]; Dietary Proteins [*administration & dosage]; Dietary Supplements; Double‐Blind Method; Exercise Test; Exercise Therapy [*methods]; Exercise [physiology]; Heart Rate; Humans; Middle Aged; Physical Functional Performance; Pilot Projects; Stroke Rehabilitation [*methods]; Stroke [physiopathology, *therapy]","10.1016/j.clnu.2019.12.013","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-02296659/full","Stroke"
"CN-00681869","Berger, MM; Soguel, L; Shenkin, A; Revelly, JP; Pinget, C; Baines, M; Chioléro, RL","Influence of early antioxidant supplements on clinical evolution and organ function in critically ill cardiac surgery, major trauma, and subarachnoid hemorrhage patients","Critical care (London, England)","2008","INTRODUCTION: Oxidative stress is involved in the development of secondary tissue damage and organ failure. Micronutrients contributing to the antioxidant (AOX) defense exhibit low plasma levels during critical illness. The aim of this study was to investigate the impact of early AOX micronutrients on clinical outcome in intensive care unit (ICU) patients with conditions characterized by oxidative stress. METHODS: We conducted a prospective, randomized, double‐blind, placebo‐controlled, single‐center trial in patients admitted to a university hospital ICU with organ failure after complicated cardiac surgery, major trauma, or subarachnoid hemorrhage. Stratification by diagnosis was performed before randomization. The intervention was intravenous supplements for 5 days (selenium 270 microg, zinc 30 mg, vitamin C 1.1 g, and vitamin B1 100 mg) with a double‐loading dose on days 1 and 2 or placebo. RESULTS: Two hundred patients were included (102 AOX and 98 placebo). While age and gender did not differ, brain injury was more severe in the AOX trauma group (P = 0.019). Organ function endpoints did not differ: incidence of acute kidney failure and sequential organ failure assessment score decrease were similar (‐3.2 +/‐ 3.2 versus ‐4.2 +/‐ 2.3 over the course of 5 days). Plasma concentrations of selenium, zinc, and glutathione peroxidase, low on admission, increased significantly to within normal values in the AOX group. C‐reactive protein decreased faster in the AOX group (P = 0.039). Infectious complications did not differ. Length of hospital stay did not differ (16.5 versus 20 days), being shorter only in surviving AOX trauma patients (‐10 days; P = 0.045). CONCLUSION: The AOX intervention did not reduce early organ dysfunction but significantly reduced the inflammatory response in cardiac surgery and trauma patients, which may prove beneficial in conditions with an intense inflammation. TRIALS REGISTRATION: Clinical Trials.gov RCT Register: NCT00515736.","12","4","R101","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 18687132","EMBASE 352249534","","","","Journal article","*antioxidant/dt [Drug Therapy]; *antioxidant/iv [Intravenous Drug Administration]; Adult; Aged; Aged, 80 and over; Alpha tocopherol/do [Drug Dose]; Alpha tocopherol/dt [Drug Therapy]; Alpha tocopherol/ig [Intragastric Drug Administration]; Alpha tocopherol/iv [Intravenous Drug Administration]; Antioxidants [*administration & dosage]; Article; Ascorbic acid/ct [Clinical Trial]; Ascorbic acid/do [Drug Dose]; Ascorbic acid/dt [Drug Therapy]; Ascorbic acid/iv [Intravenous Drug Administration]; Bedtime dosage; Brain injury; C reactive protein/ec [Endogenous Compound]; Cardiac Surgical Procedures [*adverse effects, mortality]; Cerebrovascular Trauma [*drug therapy, mortality, surgery]; Clinical trial; Controlled clinical trial; Controlled study; Critical Illness [mortality, *therapy]; Critically ill patient; Disease course; Double blind procedure; Double‐Blind Method; Drug dose reduction; Early intervention; Enteric feeding; Female; Gluconate zinc/dt [Drug Therapy]; Gluconate zinc/iv [Intravenous Drug Administration]; Glutathione peroxidase/ec [Endogenous Compound]; Human; Humans; Infection/co [Complication]; Inflammation; Injury/co [Complication]; Injury/dt [Drug Therapy]; Injury/th [Therapy]; Intensive care unit; Length of stay; Loading drug dose; Major clinical study; Male; Middle Aged; Morning dosage; Multiple Organ Failure [*drug therapy, mortality, surgery]; Multiple organ failure/co [Complication]; Multiple organ failure/dt [Drug Therapy]; Multiple organ failure/th [Therapy]; Oxidative stress; Parenteral nutrition; Placebo; Pneumonia/co [Complication]; Postoperative complication/co [Complication]; Postoperative complication/dt [Drug Therapy]; Postoperative complication/th [Therapy]; Priority journal; Prospective Studies; Randomized controlled trial; Respiratory failure/co [Complication]; Respiratory failure/dt [Drug Therapy]; Respiratory failure/th [Therapy]; Selenium/ct [Clinical Trial]; Selenium/do [Drug Dose]; Selenium/dt [Drug Therapy]; Selenium/iv [Intravenous Drug Administration]; Sodium selenite/dt [Drug Therapy]; Sodium selenite/iv [Intravenous Drug Administration]; Subarachnoid Hemorrhage [*drug therapy, mortality, surgery]; Subarachnoid hemorrhage/co [Complication]; Subarachnoid hemorrhage/dt [Drug Therapy]; Subarachnoid hemorrhage/th [Therapy]; Survival rate; Thiamine/ct [Clinical Trial]; Thiamine/do [Drug Dose]; Thiamine/dt [Drug Therapy]; Thiamine/iv [Intravenous Drug Administration]; Time Factors; Treatment outcome; Vitamin blood level; Vitamin supplementation; Young Adult; Zinc/ct [Clinical Trial]; Zinc/do [Drug Dose]; Zinc/dt [Drug Therapy]; Zinc/iv [Intravenous Drug Administration]","10.1186/cc6981","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00681869/full","Complementary Medicine; Injuries; Kidney and Transplant; Heart; Emergency and Critical Care"
"CN-02204744","Badjatia, N; Sanchez, S; Judd, G; Hausladen, R; Hering, D; Motta, M; Parikh, G; Chang, W; Morris, N; Simard, JM; Sorkin, J; Wittenberg, GF; Ryan, AS","Neuromuscular Electrical Stimulation and High-Protein Supplementation After Subarachnoid Hemorrhage: a Single-Center Phase 2 Randomized Clinical Trial","Neurocritical care","2021","Introduction: Aneurysmal subarachnoid hemorrhage (SAH) survivors live with long‐term residual physical and cognitive disability. We studied whether neuromuscular electrical stimulation (NMES) and high‐protein supplementation (HPRO) in the first 2 weeks after SAH could preserve neuromotor and cognitive function as compared to standard of care (SOC) for nutrition and mobilization. Methods: SAH subjects with a Hunt Hess (HH) grade > 1,modified Fisher score > 1 and BMI < 40 kg/m2 were randomly assigned to SOC or NMES + HPRO. NMES was delivered to bilateral quadricep muscles daily during two 30‐min sessions along with HPRO (goal:1.8 g/kg/day) between post‐bleed day (PBD) 0 and 14. Primary endpoint was atrophy in the quadricep muscle as measured by the percentage difference in the cross‐sectional area from baseline to PBD14 on CT scan. All subjects underwent serial assessments of physical (short performance physical battery, SPPB) cognitive (Montreal Cognitive Assessment Scale, MoCA) and global functional recovery (modified Rankin Scale, mRS) at PBD 14, 42, and 90. Results: Twenty‐five patients (SOC = 13, NMES + HPRO = 12) enrolled between December 2017 and January 2019 with no between‐group differences in baseline characteristics (58 years old, 68% women, 50% HH > 3). Median duration of interventions was 12 days (range 9–14) with completion of 98% of NMES sessions and 83% of goal HPRO, and no reported serious adverse events. There was no difference in caloric intake between groups, but HPRO + NMES group received more protein (1.5 ± 0.5 g/kg/d v 0.9 ± 0.4 g/kg/d, P < 0.01). Muscle atrophy was less in NMES + HPRO than the SOC group (6.5 ± 4.1% vs 12.5 ± 6.4%, P 0.01). Higher atrophy was correlated with lower daily protein intake (ρ = ‐ 0.45, P = 0.03) and lower nitrogen balance (ρ = 0.47, P = 0.02); and worse 3 month SPPB (ρ = ‐ 0.31, P = 0.1) and mRS (ρ = 0.4, P = 0.04). NMES + HPRO patients had a better median [25%,75] SPPB (12[10, 12] v. 9 [4, 12], P = 0.01) and mRS (1[0,2] v.2[1, 3], P = 0.04) than SOC at PBD 90. Conclusions: NMES + HPRO appears to be feasible and safe acutely after SAH and may reduce acute quadriceps muscle wasting with a lasting benefit on recovery after SAH.","35","1","46‐55","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 33150572","EMBASE 2007157669",,,,"Journal article","*caloric intake; *muscle atrophy; *neuromuscular electrical stimulation; *subarachnoid hemorrhage; Adult; Article; Body mass; Clinical article; Clinical trial; Cognition; Controlled study; Dietary Supplements; Electric Stimulation; Electric Stimulation Therapy; Female; Health care quality; Human; Humans; Male; Middle aged; Montreal cognitive assessment; Motoneuron; Nitrogen balance; Phase 2 clinical trial; Protein intake; Quadriceps femoris muscle; Randomized controlled trial; Rankin scale; Recovery of Function; Remission; Subarachnoid Hemorrhage [therapy]; X‐ray computed tomography","10.1007/s12028-020-01138-4","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-02204744/full",
